catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C1457,2023-06-12,Fitzroy Reef,Mangrove Jack,F,55.6,2.51,line,FV-041,14.8,27.6,True,50.2
C0892,2023-06-13,Green Island,Barramundi,M,69.7,5.19,line,FV-071,21.5,27.5,True,114.18
C1801,2023-06-15,Green Island,Red Emperor,U,48.4,1.56,line,FV-058,23.0,27.1,True,40.56
C0455,2023-06-15,Cairns Inlet,Red Emperor,M,44.4,1.28,trap,FV-088,18.4,26.4,False,33.28
C1356,2023-06-15,Fitzroy Reef,Barramundi,F,57.6,2.66,spear,FV-034,34.7,26.0,False,58.52
C0851,2023-06-15,Michaelmas Cay,Coral Trout,M,42.6,0.97,trap,FV-012,42.3,27.2,True,27.16
C0222,2023-06-16,Fitzroy Reef,Mangrove Jack,F,47.2,1.34,trap,FV-012,23.9,26.2,True,26.8
C1960,2023-06-16,Michaelmas Cay,Coral Trout,F,42.9,1.05,line,FV-012,34.4,26.1,True,29.4
C0972,2023-06-16,Fitzroy Reef,Grass Emperor,M,31.1,0.45,line,FV-027,9.6,27.3,True,6.75
C0490,2023-06-17,Cairns Inlet,Barramundi,F,60.4,2.8,net,FV-012,8.9,26.0,True,61.6
C0442,2023-06-17,Green Island,Barramundi,U,64.8,3.96,spear,FV-027,11.7,26.9,True,87.12
C1820,2023-06-18,Frankland Islands,Mangrove Jack,U,44.0,1.19,net,FV-041,4.2,26.6,True,23.8
C1178,2023-06-18,Trinity Bay,Spanish Mackerel,U,78.7,3.9,trap,FV-012,11.3,26.0,True,70.2
C0030,2023-06-18,Trinity Bay,Mangrove Jack,M,45.7,1.37,line,FV-041,34.8,26.0,True,27.4
C1598,2023-06-19,Trinity Bay,Mangrove Jack,F,43.8,1.12,line,FV-027,3.8,27.7,True,22.4
C0187,2023-06-19,Trinity Bay,Red Emperor,M,58.8,2.72,line,FV-088,17.4,25.8,True,70.72
C1653,2023-06-20,Michaelmas Cay,Red Emperor,F,41.4,1.14,net,FV-071,36.4,26.9,False,29.64
C0275,2023-06-20,Trinity Bay,Spanish Mackerel,F,82.7,5.28,line,FV-088,28.4,26.7,True,95.04
C1341,2023-06-20,Frankland Islands,Mangrove Jack,F,42.5,1.04,net,FV-071,19.6,25.5,True,20.8
C0087,2023-06-20,Fitzroy Reef,Barramundi,F,67.5,4.92,line,FV-058,10.8,25.6,True,108.24
C0642,2023-06-20,Trinity Bay,Red Emperor,M,47.0,1.51,spear,FV-058,19.6,26.4,True,39.26
C0684,2023-06-20,Cairns Inlet,Coral Trout,M,57.0,2.55,spear,FV-063,42.2,26.8,True,71.4
C0507,2023-06-21,Green Island,Grass Emperor,F,22.4,0.16,spear,FV-034,41.9,26.2,False,2.4
C1946,2023-06-21,Cairns Inlet,Red Emperor,F,58.6,2.88,trap,FV-063,18.7,26.8,True,74.88
C1686,2023-06-23,Cairns Inlet,Red Emperor,M,48.7,1.59,line,FV-088,42.0,26.1,True,41.34
C1600,2023-06-23,Fitzroy Reef,Coral Trout,M,36.1,0.51,trap,FV-071,43.6,26.7,False,14.28
C0339,2023-06-23,Frankland Islands,Red Emperor,U,51.0,1.88,trap,FV-058,30.6,26.4,True,48.88
C0022,2023-06-23,Michaelmas Cay,Red Emperor,M,45.7,1.43,trap,FV-034,43.3,27.3,True,37.18
C0732,2023-06-23,Trinity Bay,Mangrove Jack,U,45.6,1.3,line,FV-058,32.6,25.8,True,26.0
C1751,2023-06-23,Fitzroy Reef,Mangrove Jack,U,41.3,1.04,spear,FV-058,23.6,27.1,True,20.8
C0414,2023-06-23,Green Island,Barramundi,M,60.5,3.25,trap,FV-063,19.2,27.0,True,71.5
C0295,2023-06-24,Trinity Bay,Coral Trout,M,39.3,0.83,net,FV-027,17.3,26.3,True,23.24
C1397,2023-06-25,Green Island,Spanish Mackerel,U,75.4,3.64,trap,FV-088,33.3,25.7,True,65.52
C0570,2023-06-26,Trinity Bay,Mangrove Jack,F,52.2,1.78,net,FV-041,26.4,26.1,True,35.6
C0513,2023-06-26,Michaelmas Cay,Mangrove Jack,U,28.9,0.33,line,FV-063,17.8,25.7,False,6.6
C1981,2023-06-26,Trinity Bay,Barramundi,M,55.9,2.12,line,FV-088,35.1,27.1,False,46.64
C1200,2023-06-27,Michaelmas Cay,Spanish Mackerel,U,71.4,3.13,spear,FV-034,26.9,27.5,False,56.34
C1412,2023-06-27,Trinity Bay,Mangrove Jack,F,46.3,1.44,spear,FV-071,36.9,27.3,True,28.8
C0227,2023-06-27,Trinity Bay,Red Emperor,M,50.1,1.91,spear,FV-012,34.6,25.4,True,49.66
C0635,2023-06-28,Green Island,Coral Trout,F,46.9,1.54,net,FV-027,33.2,26.0,True,43.12
C1852,2023-06-29,Green Island,Coral Trout,U,32.6,0.46,line,FV-088,8.9,25.9,False,12.88
C0444,2023-06-29,Cairns Inlet,Spanish Mackerel,F,86.2,5.92,line,FV-012,20.2,26.2,True,106.56
C0126,2023-06-30,Fitzroy Reef,Mangrove Jack,U,44.5,1.16,spear,FV-088,3.0,26.0,True,23.2
C1443,2023-06-30,Michaelmas Cay,Red Emperor,U,55.6,2.7,line,FV-088,14.7,25.2,True,70.2
C0173,2023-06-30,Trinity Bay,Mangrove Jack,F,35.8,0.6,line,FV-071,14.4,25.5,True,12.0
C1249,2023-07-01,Frankland Islands,Mangrove Jack,M,30.9,0.4,spear,FV-071,28.2,26.4,False,8.0
C0722,2023-07-01,Green Island,Spanish Mackerel,M,82.4,4.78,net,FV-088,24.3,27.4,True,86.04
C0301,2023-07-01,Michaelmas Cay,Red Emperor,U,52.0,2.0,trap,FV-063,14.5,25.4,True,52.0
C1488,2023-07-02,Cairns Inlet,Barramundi,F,78.3,7.08,spear,FV-012,26.8,26.2,True,155.76
C0144,2023-07-02,Frankland Islands,Coral Trout,F,39.2,0.8,spear,FV-041,44.3,25.0,True,22.4
C1594,2023-07-03,Cairns Inlet,Coral Trout,F,56.9,2.59,net,FV-058,13.2,26.3,True,72.52
C0600,2023-07-03,Green Island,Red Emperor,U,42.7,0.94,line,FV-088,19.2,25.2,False,24.44
C1733,2023-07-04,Frankland Islands,Barramundi,F,59.3,3.0,line,FV-058,22.0,25.3,True,66.0
C0598,2023-07-04,Frankland Islands,Mangrove Jack,F,40.9,0.96,line,FV-063,29.0,25.6,True,19.2
C1386,2023-07-04,Frankland Islands,Red Emperor,M,43.5,1.27,trap,FV-027,20.2,25.6,False,33.02
C0247,2023-07-04,Michaelmas Cay,Coral Trout,F,42.6,1.09,line,FV-063,13.9,26.5,True,30.52
C0724,2023-07-05,Trinity Bay,Barramundi,F,70.1,5.13,line,FV-027,15.6,25.9,True,112.86
C1137,2023-07-05,Frankland Islands,Spanish Mackerel,U,70.9,2.97,line,FV-058,23.5,25.1,False,53.46
C1665,2023-07-06,Cairns Inlet,Barramundi,M,59.8,2.93,spear,FV-027,6.4,24.6,True,64.46
C1346,2023-07-06,Michaelmas Cay,Coral Trout,F,53.9,2.04,net,FV-027,18.3,26.5,True,57.12
C1475,2023-07-06,Michaelmas Cay,Coral Trout,F,42.0,1.15,line,FV-012,4.5,26.6,True,32.2
C1064,2023-07-06,Cairns Inlet,Mangrove Jack,F,52.5,1.88,trap,FV-012,29.3,25.9,True,37.6
C0623,2023-07-07,Fitzroy Reef,Barramundi,F,58.3,2.38,line,FV-071,28.9,25.6,True,52.36
C1697,2023-07-08,Trinity Bay,Red Emperor,F,46.0,1.29,spear,FV-041,35.9,24.6,True,33.54
C0405,2023-07-08,Frankland Islands,Coral Trout,F,44.2,1.27,line,FV-063,21.4,25.2,True,35.56
C1043,2023-07-08,Frankland Islands,Grass Emperor,M,38.2,0.88,trap,FV-012,32.1,26.1,True,13.2
C1889,2023-07-08,Trinity Bay,Coral Trout,F,52.4,2.1,spear,FV-088,20.7,25.3,True,58.8
C0080,2023-07-09,Fitzroy Reef,Spanish Mackerel,F,68.2,2.54,spear,FV-034,34.7,25.6,False,45.72
C1854,2023-07-10,Trinity Bay,Barramundi,F,50.9,1.87,net,FV-034,17.6,25.0,False,41.14
C0078,2023-07-11,Fitzroy Reef,Barramundi,U,66.2,3.8,line,FV-058,35.8,25.6,True,83.6
C1973,2023-07-11,Michaelmas Cay,Grass Emperor,U,20.6,0.13,line,FV-063,26.7,24.9,False,1.95
C1084,2023-07-11,Trinity Bay,Barramundi,F,60.3,2.72,net,FV-063,9.8,25.8,True,59.84
C0987,2023-07-12,Cairns Inlet,Spanish Mackerel,F,75.1,3.98,line,FV-041,18.5,25.7,True,71.64
C0184,2023-07-13,Frankland Islands,Mangrove Jack,M,47.5,1.54,trap,FV-041,3.3,25.8,True,30.8
C1549,2023-07-13,Cairns Inlet,Red Emperor,F,64.4,3.64,spear,FV-041,10.6,25.4,True,94.64
C0679,2023-07-14,Cairns Inlet,Red Emperor,F,61.4,2.95,line,FV-058,7.4,24.9,True,76.7
C0590,2023-07-14,Frankland Islands,Barramundi,U,64.5,3.85,line,FV-027,42.5,25.3,True,84.7
C1969,2023-07-15,Green Island,Coral Trout,M,47.8,1.47,line,FV-034,36.7,25.8,True,41.16
C1013,2023-07-15,Michaelmas Cay,Mangrove Jack,M,30.7,0.45,spear,FV-012,16.1,24.9,False,9.0
C1651,2023-07-15,Cairns Inlet,Red Emperor,F,48.8,1.87,trap,FV-058,22.0,24.5,True,48.62
C1066,2023-07-16,Green Island,Red Emperor,F,40.2,0.79,line,FV-071,34.3,25.3,False,20.54
C1609,2023-07-17,Green Island,Coral Trout,F,47.4,1.49,spear,FV-058,13.0,24.5,True,41.72
C0935,2023-07-17,Michaelmas Cay,Barramundi,M,61.3,3.4,net,FV-063,5.2,25.4,True,74.8
C1146,2023-07-18,Cairns Inlet,Coral Trout,F,47.2,1.43,net,FV-088,11.5,24.9,True,40.04
C0638,2023-07-19,Green Island,Red Emperor,F,51.5,2.03,trap,FV-063,41.2,24.9,True,52.78
C1758,2023-07-19,Trinity Bay,Coral Trout,M,34.9,0.62,net,FV-027,16.5,25.6,False,17.36
C0324,2023-07-19,Trinity Bay,Mangrove Jack,M,48.1,1.41,trap,FV-088,41.2,25.4,True,28.2
C0487,2023-07-19,Trinity Bay,Coral Trout,U,36.6,0.78,line,FV-088,21.4,24.1,False,21.84
C1357,2023-07-21,Trinity Bay,Red Emperor,F,60.1,3.35,trap,FV-041,5.7,25.1,True,87.1
C1677,2023-07-21,Green Island,Coral Trout,M,33.3,0.54,trap,FV-088,36.7,24.6,False,15.12
C0447,2023-07-21,Trinity Bay,Spanish Mackerel,M,89.0,5.77,line,FV-058,9.9,25.7,True,103.86
C0802,2023-07-22,Green Island,Red Emperor,F,57.9,2.89,trap,FV-058,29.3,25.1,True,75.14
C1664,2023-07-22,Cairns Inlet,Red Emperor,M,52.3,2.04,line,FV-058,15.5,24.7,True,53.04
C0256,2023-07-23,Cairns Inlet,Coral Trout,U,38.6,0.83,net,FV-058,32.4,24.6,True,23.24
C0069,2023-07-23,Trinity Bay,Spanish Mackerel,M,90.3,6.76,line,FV-041,12.2,24.8,True,121.68
C0927,2023-07-23,Trinity Bay,Mangrove Jack,F,43.0,0.97,trap,FV-071,26.3,24.4,True,19.4
C0965,2023-07-24,Fitzroy Reef,Spanish Mackerel,M,79.2,3.8,line,FV-034,15.8,24.7,True,68.4
C1513,2023-07-24,Trinity Bay,Spanish Mackerel,M,83.8,4.42,trap,FV-012,21.1,24.5,True,79.56
C0821,2023-07-24,Michaelmas Cay,Coral Trout,M,42.3,1.08,net,FV-058,20.4,25.3,True,30.24
C0720,2023-07-25,Trinity Bay,Barramundi,M,55.8,2.56,line,FV-027,19.7,24.6,False,56.32
C0284,2023-07-26,Cairns Inlet,Spanish Mackerel,F,78.2,4.35,net,FV-012,14.5,25.4,True,78.3
C1773,2023-07-27,Cairns Inlet,Mangrove Jack,F,46.5,1.24,line,FV-071,8.0,24.0,True,24.8
C1245,2023-07-27,Fitzroy Reef,Mangrove Jack,M,39.5,0.82,line,FV-063,11.5,25.4,True,16.4
C0342,2023-07-27,Michaelmas Cay,Grass Emperor,U,27.9,0.34,spear,FV-034,27.4,26.2,False,5.1
C0321,2023-07-27,Frankland Islands,Grass Emperor,U,23.0,0.17,spear,FV-034,32.9,24.0,False,2.55
C1799,2023-07-28,Fitzroy Reef,Coral Trout,F,45.7,1.24,net,FV-034,27.0,24.6,True,34.72
C1313,2023-07-28,Trinity Bay,Mangrove Jack,F,28.8,0.35,line,FV-027,4.1,24.1,False,7.0
C1837,2023-07-29,Cairns Inlet,Mangrove Jack,F,37.5,0.77,line,FV-027,29.7,24.3,True,15.4
C0461,2023-07-29,Fitzroy Reef,Mangrove Jack,M,32.7,0.53,trap,FV-027,25.4,23.8,False,10.6
C1325,2023-07-30,Michaelmas Cay,Barramundi,M,81.7,8.59,line,FV-071,38.3,25.4,True,188.98
C1932,2023-07-31,Fitzroy Reef,Coral Trout,U,48.6,1.53,spear,FV-071,27.5,26.0,True,42.84
C1473,2023-07-31,Trinity Bay,Barramundi,U,60.1,3.04,line,FV-071,43.0,23.3,True,66.88
C0469,2023-07-31,Fitzroy Reef,Coral Trout,M,53.9,2.11,line,FV-063,38.6,24.1,True,59.08
C0916,2023-07-31,Trinity Bay,Spanish Mackerel,F,87.6,5.45,trap,FV-012,13.1,25.9,True,98.1
C1848,2023-08-01,Trinity Bay,Red Emperor,F,46.5,1.51,line,FV-058,19.7,23.9,True,39.26
C0148,2023-08-01,Trinity Bay,Mangrove Jack,M,49.7,1.86,line,FV-063,17.2,24.9,True,37.2
C1843,2023-08-01,Trinity Bay,Red Emperor,F,50.5,2.08,line,FV-088,32.8,23.9,True,54.08
C1972,2023-08-01,Trinity Bay,Spanish Mackerel,M,81.2,4.87,trap,FV-034,9.6,24.6,True,87.66
C0193,2023-08-02,Frankland Islands,Mangrove Jack,F,52.9,2.25,line,FV-058,18.0,24.0,True,45.0
C1150,2023-08-02,Cairns Inlet,Red Emperor,F,55.9,2.52,line,FV-027,40.1,24.6,True,65.52
C0597,2023-08-02,Cairns Inlet,Mangrove Jack,M,39.9,1.0,spear,FV-063,22.9,24.3,True,20.0
C0603,2023-08-02,Michaelmas Cay,Coral Trout,M,62.8,3.44,net,FV-034,3.2,24.6,True,96.32
C1220,2023-08-03,Michaelmas Cay,Grass Emperor,M,36.4,0.73,line,FV-034,37.3,24.5,True,10.95
C1872,2023-08-03,Fitzroy Reef,Mangrove Jack,U,36.8,0.66,net,FV-027,11.1,24.2,True,13.2
C0118,2023-08-03,Fitzroy Reef,Mangrove Jack,F,41.5,1.06,net,FV-071,16.6,,True,21.2
C0249,2023-08-04,Michaelmas Cay,Coral Trout,M,33.3,0.52,spear,FV-041,34.4,25.4,False,14.56
C1784,2023-08-04,Green Island,Mangrove Jack,F,32.4,0.46,spear,FV-034,27.1,24.3,False,9.2
C0787,2023-08-04,Green Island,Mangrove Jack,U,38.5,0.79,trap,FV-063,16.3,23.6,True,15.8
C1354,2023-08-05,Trinity Bay,Coral Trout,F,49.0,1.55,line,FV-041,36.7,24.7,True,43.4
C1570,2023-08-05,Trinity Bay,Barramundi,F,76.5,6.95,line,FV-012,41.2,24.5,True,152.9
C1941,2023-08-06,Fitzroy Reef,Coral Trout,M,42.0,1.13,line,FV-027,25.4,25.0,True,31.64
C1432,2023-08-06,Frankland Islands,Spanish Mackerel,F,90.6,6.3,net,FV-041,17.8,23.9,True,113.4
C0191,2023-08-06,Green Island,Mangrove Jack,M,50.2,1.74,net,FV-058,32.9,23.6,True,34.8
C0320,2023-08-07,Fitzroy Reef,Red Emperor,F,45.6,1.36,line,FV-071,28.0,23.9,True,35.36
C0132,2023-08-07,Michaelmas Cay,Mangrove Jack,F,51.5,2.13,line,FV-088,43.8,24.2,True,42.6
C0690,2023-08-08,Trinity Bay,Grass Emperor,U,42.6,1.17,trap,FV-088,34.1,24.2,True,17.55
C0511,2023-08-08,Frankland Islands,Coral Trout,M,44.7,1.25,net,FV-063,21.6,25.0,True,35.0
C1270,2023-08-08,Frankland Islands,Grass Emperor,F,26.4,0.3,trap,FV-012,4.5,23.6,False,4.5
C0245,2023-08-08,Trinity Bay,Red Emperor,F,49.4,1.76,line,FV-041,17.4,24.8,True,45.76
C0967,2023-08-09,Green Island,Coral Trout,F,45.8,1.45,line,FV-063,32.5,24.2,True,40.6
C1379,2023-08-09,Cairns Inlet,Coral Trout,M,46.6,1.34,spear,FV-012,4.8,23.8,True,37.52
C0789,2023-08-10,Fitzroy Reef,Barramundi,F,66.4,3.38,spear,FV-058,32.5,24.2,True,74.36
C1778,2023-08-10,Frankland Islands,Coral Trout,U,46.5,1.2,spear,FV-027,14.5,24.1,True,33.6
C1254,2023-08-11,Trinity Bay,Red Emperor,M,45.3,1.43,trap,FV-063,44.7,24.8,True,37.18
C0866,2023-08-12,Frankland Islands,Spanish Mackerel,M,90.0,6.26,net,FV-063,28.5,24.3,True,112.68
C1924,2023-08-12,Fitzroy Reef,Barramundi,F,61.4,2.99,trap,FV-027,11.1,24.2,True,65.78
C1655,2023-08-12,Michaelmas Cay,Barramundi,M,64.7,3.28,net,FV-041,15.2,23.9,True,72.16
C0029,2023-08-12,Frankland Islands,Mangrove Jack,F,50.7,1.81,line,FV-071,32.9,25.1,True,36.2
C1619,2023-08-13,Green Island,Barramundi,M,68.1,4.94,line,FV-041,3.9,24.8,True,108.68
C0521,2023-08-13,Cairns Inlet,Grass Emperor,M,39.2,1.05,net,FV-088,35.9,24.1,True,15.75
C1381,2023-08-14,Cairns Inlet,Grass Emperor,F,33.2,0.6,line,FV-063,13.6,24.2,True,9.0
C1216,2023-08-15,Fitzroy Reef,Mangrove Jack,F,48.9,1.51,line,FV-027,30.8,23.8,True,30.2
C0465,2023-08-15,Fitzroy Reef,Barramundi,U,56.1,2.29,line,FV-041,17.6,23.4,False,50.38
C1192,2023-08-15,Fitzroy Reef,Red Emperor,F,47.8,1.54,trap,FV-063,38.6,24.1,True,40.04
C0014,2023-08-15,Frankland Islands,Barramundi,M,64.9,3.31,line,FV-063,27.1,24.4,True,72.82
C1459,2023-08-16,Cairns Inlet,Spanish Mackerel,M,90.5,6.43,trap,FV-041,11.4,24.4,True,115.74
C0344,2023-08-16,Fitzroy Reef,Grass Emperor,M,48.3,1.77,line,FV-034,19.8,23.3,True,26.55
C1469,2023-08-16,Cairns Inlet,Grass Emperor,F,37.7,0.8,trap,FV-071,31.5,24.9,True,12.0
C1649,2023-08-16,Cairns Inlet,Mangrove Jack,M,43.0,1.15,spear,FV-088,40.1,24.0,True,23.0
C1658,2023-08-16,Green Island,Red Emperor,F,59.3,2.65,line,FV-027,3.8,24.2,True,68.9
C1365,2023-08-16,Michaelmas Cay,Coral Trout,M,52.9,2.39,line,FV-012,38.6,24.6,True,66.92
C1132,2023-08-17,Trinity Bay,Grass Emperor,F,36.5,0.74,line,FV-071,42.9,24.6,True,11.1
C1630,2023-08-17,Frankland Islands,Barramundi,U,77.1,7.32,trap,FV-063,27.6,24.0,True,161.04
C0368,2023-08-17,Frankland Islands,Barramundi,M,64.6,3.78,spear,FV-027,10.0,24.7,True,83.16
C0753,2023-08-18,Michaelmas Cay,Coral Trout,M,60.6,3.0,line,FV-088,13.3,24.1,True,84.0
C0510,2023-08-18,Green Island,Coral Trout,M,39.2,0.79,line,FV-088,14.2,25.2,True,22.12
C1786,2023-08-18,Frankland Islands,Spanish Mackerel,U,95.6,6.96,line,FV-034,39.0,25.0,True,125.28
C1829,2023-08-20,Frankland Islands,Barramundi,F,59.7,2.93,net,FV-071,16.1,23.2,True,64.46
C1235,2023-08-20,Green Island,Coral Trout,M,41.9,1.11,line,FV-088,23.6,24.0,True,31.08
C0113,2023-08-20,Green Island,Red Emperor,F,59.2,2.9,spear,FV-071,28.4,23.3,True,75.4
C1028,2023-08-21,Trinity Bay,Coral Trout,F,35.7,0.63,spear,FV-034,15.6,22.8,False,17.64
C1352,2023-08-22,Trinity Bay,Coral Trout,U,46.2,1.38,line,FV-071,11.7,24.2,True,38.64
C0930,2023-08-22,Fitzroy Reef,Barramundi,U,61.1,3.43,line,FV-071,43.0,23.2,True,75.46
C0775,2023-08-23,Trinity Bay,Barramundi,F,64.6,3.86,line,FV-012,16.1,23.4,True,84.92
C1023,2023-08-23,Trinity Bay,Barramundi,U,75.8,6.24,trap,FV-063,39.3,23.5,True,137.28
C0228,2023-08-23,Cairns Inlet,Coral Trout,U,34.3,0.57,net,FV-088,42.4,23.1,False,15.96
C0288,2023-08-23,Michaelmas Cay,Coral Trout,M,34.4,0.61,spear,FV-041,15.8,22.8,False,17.08
C1231,2023-08-24,Michaelmas Cay,Grass Emperor,F,42.2,1.27,trap,FV-063,21.1,24.0,True,19.05
C0110,2023-08-24,Cairns Inlet,Mangrove Jack,F,45.1,1.28,trap,FV-058,39.3,23.7,True,25.6
C1504,2023-08-24,Trinity Bay,Spanish Mackerel,M,81.5,4.63,spear,FV-088,28.9,23.7,True,83.34
C0167,2023-08-25,Green Island,Mangrove Jack,U,27.5,0.27,spear,FV-041,26.5,24.2,False,5.4
C0459,2023-08-25,Frankland Islands,Red Emperor,M,45.3,1.29,net,FV-058,8.2,23.6,True,33.54
C0215,2023-08-25,Green Island,Mangrove Jack,M,29.7,0.37,trap,FV-088,33.9,24.2,False,7.4
C0555,2023-08-26,Michaelmas Cay,Coral Trout,M,53.4,2.44,net,FV-027,31.0,23.3,True,68.32
C0068,2023-08-27,Frankland Islands,Barramundi,F,59.2,2.85,line,FV-034,33.0,22.6,True,62.7
C0436,2023-08-27,Trinity Bay,Coral Trout,F,40.1,0.83,line,FV-027,15.8,24.1,True,23.24
C1266,2023-08-29,Trinity Bay,Mangrove Jack,U,32.1,0.44,trap,FV-088,12.5,23.0,False,8.8
C0468,2023-08-29,Frankland Islands,Mangrove Jack,F,33.8,0.45,line,FV-034,5.1,22.9,False,9.0
C1860,2023-08-29,Frankland Islands,Mangrove Jack,F,63.3,3.71,trap,FV-041,35.7,23.6,True,74.2
C1958,2023-08-29,Trinity Bay,Coral Trout,M,39.9,0.87,net,FV-012,12.2,23.8,True,24.36
C1213,2023-08-30,Cairns Inlet,Spanish Mackerel,F,70.9,2.92,net,FV-027,38.5,22.6,False,52.56
C0383,2023-08-30,Cairns Inlet,Coral Trout,U,32.8,0.51,line,FV-071,27.2,23.3,False,14.28
C1380,2023-08-30,Fitzroy Reef,Mangrove Jack,F,47.8,1.62,line,FV-088,14.9,23.6,True,32.4
C0806,2023-08-30,Cairns Inlet,Coral Trout,M,51.2,1.83,net,FV-027,6.4,23.1,True,51.24
C1030,2023-08-31,Green Island,Coral Trout,F,49.3,1.53,net,FV-034,15.7,24.0,True,42.84
C0349,2023-09-02,Fitzroy Reef,Mangrove Jack,M,42.6,1.05,net,FV-034,30.1,22.9,True,21.0
C1714,2023-09-02,Frankland Islands,Grass Emperor,M,30.0,0.42,spear,FV-088,44.9,22.8,True,6.3
C0165,2023-09-03,Michaelmas Cay,Mangrove Jack,U,41.6,1.02,line,FV-058,43.2,22.8,True,20.4
C1190,2023-09-03,Cairns Inlet,Grass Emperor,F,39.9,0.78,trap,FV-027,37.7,24.1,True,11.7
C0845,2023-09-04,Cairns Inlet,Barramundi,F,74.5,5.48,spear,FV-012,21.2,23.6,True,120.56
C1768,2023-09-04,Green Island,Barramundi,U,64.6,,net,FV-027,6.0,22.7,True,91.74
C0282,2023-09-04,Michaelmas Cay,Coral Trout,F,33.0,0.53,spear,FV-034,6.2,24.9,False,14.84
C1215,2023-09-05,Fitzroy Reef,Coral Trout,M,53.0,1.94,trap,FV-088,27.7,22.8,True,54.32
C0728,2023-09-05,Frankland Islands,Mangrove Jack,M,42.7,1.02,spear,FV-058,11.2,22.4,True,20.4
C1037,2023-09-05,Frankland Islands,Coral Trout,U,41.7,0.99,trap,FV-088,21.0,23.4,True,27.72
C0023,2023-09-05,Trinity Bay,Barramundi,F,65.9,3.51,net,FV-058,36.5,23.3,True,77.22
C1914,2023-09-06,Trinity Bay,Mangrove Jack,F,42.9,1.02,trap,FV-027,31.7,22.9,True,20.4
C0997,2023-09-06,Michaelmas Cay,Barramundi,U,71.5,5.28,line,FV-058,35.3,23.2,True,116.16
C1158,2023-09-06,Cairns Inlet,Spanish Mackerel,M,83.2,3.71,line,FV-027,18.4,22.4,True,66.78
C1221,2023-09-07,Green Island,Spanish Mackerel,M,77.9,3.6,line,FV-071,32.8,23.7,True,64.8
C0969,2023-09-08,Frankland Islands,Red Emperor,F,73.5,5.25,trap,FV-012,31.1,22.0,True,136.5
C1505,2023-09-08,Green Island,Grass Emperor,U,37.9,0.77,trap,FV-012,10.2,24.2,True,11.55
C0748,2023-09-08,Frankland Islands,Grass Emperor,F,25.3,0.23,spear,FV-034,26.7,22.4,False,3.45
C0135,2023-09-09,Michaelmas Cay,Red Emperor,U,56.0,2.69,trap,FV-012,43.3,23.3,True,69.94
C1377,2023-09-09,Cairns Inlet,Red Emperor,U,57.2,2.66,line,FV-034,20.3,23.5,True,69.16
C0082,2023-09-09,Frankland Islands,Grass Emperor,U,22.2,0.17,spear,FV-034,32.2,23.3,False,2.55
C1510,2023-09-09,Green Island,Spanish Mackerel,M,85.4,5.72,spear,FV-027,18.1,24.1,True,102.96
C1566,2023-09-10,Green Island,Coral Trout,M,40.5,0.81,spear,FV-071,11.4,22.8,True,22.68
C0783,2023-09-10,Michaelmas Cay,Barramundi,M,54.4,2.33,spear,FV-034,6.8,22.6,False,51.26
C1847,2023-09-10,Green Island,Barramundi,M,63.8,3.59,spear,FV-058,44.1,23.6,True,78.98
C1318,2023-09-10,Fitzroy Reef,Barramundi,M,72.9,5.52,trap,FV-071,41.4,22.0,True,121.44
C1736,2023-09-10,Green Island,Mangrove Jack,M,42.4,1.06,spear,FV-041,24.9,22.3,True,21.2
C1302,2023-09-10,Green Island,Mangrove Jack,F,30.9,0.44,spear,FV-034,36.6,22.5,False,8.8
C1591,2023-09-11,Michaelmas Cay,Coral Trout,F,57.8,2.72,line,FV-058,19.1,22.7,True,76.16
C1540,2023-09-11,Trinity Bay,Coral Trout,U,32.0,0.46,line,FV-034,20.3,23.3,False,12.88
C1699,2023-09-12,Cairns Inlet,Spanish Mackerel,F,86.9,5.44,trap,FV-058,37.8,22.6,True,97.92
C0159,2023-09-12,Frankland Islands,Barramundi,F,73.2,5.98,line,FV-041,8.8,22.6,True,131.56
C0585,2023-09-12,Trinity Bay,Coral Trout,M,38.9,0.72,net,FV-041,7.9,23.2,True,20.16
C0888,2023-09-12,Frankland Islands,Coral Trout,M,41.7,1.15,spear,FV-041,19.9,22.5,True,32.2
C1979,2023-09-13,Michaelmas Cay,Coral Trout,F,46.5,1.37,line,FV-012,14.1,23.2,True,38.36
C1187,2023-09-14,Trinity Bay,Spanish Mackerel,U,75.4,3.54,trap,FV-027,21.5,,True,63.72
C1934,2023-09-14,Trinity Bay,Red Emperor,F,52.9,2.17,trap,FV-058,17.1,24.3,True,56.42
C1344,2023-09-14,Fitzroy Reef,Mangrove Jack,F,39.2,0.88,net,FV-058,5.5,22.7,True,17.6
C0906,2023-09-15,Trinity Bay,Spanish Mackerel,M,87.8,6.34,trap,FV-012,17.4,23.2,True,114.12
C0826,2023-09-15,Fitzroy Reef,Grass Emperor,U,37.0,0.78,net,FV-063,33.3,23.6,True,11.7
C0607,2023-09-15,Michaelmas Cay,Coral Trout,F,31.9,0.45,spear,FV-034,34.9,22.9,False,12.6
C1086,2023-09-16,Michaelmas Cay,Red Emperor,M,40.3,0.85,line,FV-071,32.4,23.6,False,22.1
C0362,2023-09-16,Michaelmas Cay,Mangrove Jack,M,33.3,0.52,spear,FV-034,18.8,23.7,False,10.4
